stock_code,corp_name,year,word_count,filename,start_page,end_page
140910,에이리츠,2024,1873,140910_에이리츠.pdf,12,20
145210,다이나믹디자인,2024,6830,145210_다이나믹디자인.pdf,32,54
006040,동원산업,2024,20891,006040_동원산업.pdf,46,147
204210,스타에스엠리츠,2024,5198,204210_스타에스엠리츠.pdf,5,35
[정정]010140,삼성중공업,2024,1835,[정정]010140_삼성중공업.pdf,31,39
111380,동인기연,2024,6051,111380_동인기연.pdf,16,43
023590,다우기술,2024,20090,023590_다우기술.pdf,23,109
025890,한국주강,2024,3349,025890_한국주강.pdf,9,31
007810,코리아써키트,2024,5276,007810_코리아써키트.pdf,15,34
298000,효성화학,2024,5345,298000_효성화학.pdf,20,40
123690,한국화장품,2024,1669,123690_한국화장품.pdf,10,19
[정정]000720,현대건설,2024,13385,[정정]000720_현대건설.pdf,29,77
[정정]071320,지역난방공사,2024,7624,[정정]071320_지역난방공사.pdf,44,84
001550,조비,2024,2042,001550_조비.pdf,15,28
070960,모나용평,2024,4550,070960_모나용평.pdf,18,44
002760,보락,2024,4535,002760_보락.pdf,11,31
005820,원림,2024,4887,005820_원림.pdf,14,39
025820,이구산업,2024,2520,025820_이구산업.pdf,15,31
102280,쌍방울,2024,5392,102280_쌍방울.pdf,18,42
[정정]055490,테이팩스,2024,3066,[정정]055490_테이팩스.pdf,9,26
281820,케이씨텍,2024,3492,281820_케이씨텍.pdf,17,30
[정정]000070,삼양홀딩스,2024,10204,[정정]000070_삼양홀딩스.pdf,193,230
097230,HJ중공업,2024,8157,097230_HJ중공업.pdf,19,47
[정정]457190,이수스페셜티케미컬,2024,2593,[정정]457190_이수스페셜티케미컬.pdf,17,31
120030,조선선재,2024,1561,120030_조선선재.pdf,9,16
097950,CJ제일제당,2024,6555,097950_CJ제일제당.pdf,6,31
009970,영원무역홀딩스,2024,0,009970_영원무역홀딩스.pdf,-1,-1
017810,풀무원,2024,5390,017810_풀무원.pdf,12,33
[정정]143210,핸즈코퍼레이션,2024,6597,[정정]143210_핸즈코퍼레이션.pdf,20,46
[정정]016090,대현,2024,2294,[정정]016090_대현.pdf,13,23
101530,해태제과식품,2024,5121,101530_해태제과식품.pdf,14,32
015590,KIB플러그에너지,2024,2729,015590_KIB플러그에너지.pdf,29,42
001520,동양,2024,2617,001520_동양.pdf,19,30
095720,웅진씽크빅,2024,11281,095720_웅진씽크빅.pdf,16,52
[정정]000760,이화산업,2024,2186,[정정]000760_이화산업.pdf,14,25
017860,DS단석,2024,6994,017860_DS단석.pdf,15,44
004380,삼익THK,2024,5166,004380_삼익THK.pdf,13,45
000850,화천기공,2024,5234,000850_화천기공.pdf,11,37
001750,한양증권,2024,4186,001750_한양증권.pdf,15,38
023960,에쓰씨엔지니어링,2024,4115,023960_에쓰씨엔지니어링.pdf,20,37
081660,휠라홀딩스,2024,6259,081660_휠라홀딩스.pdf,12,35
[정정]005300,롯데칠성음료,2024,9984,[정정]005300_롯데칠성음료.pdf,39,85
075180,새론오토모티브,2024,4014,075180_새론오토모티브.pdf,9,30
[정정]002380,케이씨씨,2024,11505,[정정]002380_케이씨씨.pdf,165,225
123700,에스제이엠,2024,5208,123700_에스제이엠.pdf,18,41
035150,백산,2024,2077,035150_백산.pdf,12,21
001440,대한전선,2024,6735,001440_대한전선.pdf,5,34
006060,화승인더스트리,2024,9059,006060_화승인더스트리.pdf,15,55
204320,HL만도,2024,8099,204320_HL만도.pdf,16,45
026890,스틱인베스트먼트,2024,6750,026890_스틱인베스트먼트.pdf,5,36
034300,신세계건설,2024,4065,034300_신세계건설.pdf,17,34
009440,KC그린홀딩스,2024,1546,009440_KC그린홀딩스.pdf,13,18
029530,신도리코,2024,3086,029530_신도리코.pdf,15,29
128940,한미약품,2024,4514,128940_한미약품.pdf,14,35
010040,한국내화,2024,2567,010040_한국내화.pdf,14,32
[정정]001230,동국홀딩스,2024,13596,[정정]001230_동국홀딩스.pdf,116,177
018260,삼성에스디에스,2024,6609,018260_삼성에스디에스.pdf,14,36
010780,아이에스동서,2024,5693,010780_아이에스동서.pdf,24,45
294870,HDC현대산업개발,2024,5573,294870_HDC현대산업개발.pdf,19,44
[정정]002990,금호건설,2024,4509,[정정]002990_금호건설.pdf,24,43
010420,한솔피엔에스,2024,4099,010420_한솔피엔에스.pdf,14,36
139130,DGB금융지주,2024,19517,139130_DGB금융지주.pdf,23,100
001780,알루코,2024,7330,001780_알루코.pdf,17,46
002690,동일제강,2024,3047,002690_동일제강.pdf,12,28
005380,현대자동차,2024,11808,005380_현대자동차.pdf,28,65
[정정]294870,HDC현대산업개발,2024,5573,[정정]294870_HDC현대산업개발.pdf,37,62
005940,NH투자증권,2024,13651,005940_NH투자증권.pdf,32,98
402340,SK스퀘어,2024,16044,402340_SK스퀘어.pdf,6,62
161000,애경케미칼,2024,8782,161000_애경케미칼.pdf,5,34
[정정]017180,명문제약,2024,3388,[정정]017180_명문제약.pdf,14,33
004000,롯데정밀화학,2024,2745,004000_롯데정밀화학.pdf,13,24
100220,비상교육,2024,568,100220_비상교육.pdf,14,15
017550,수산중공업,2024,3607,017550_수산중공업.pdf,17,33
014160,대영포장,2024,1952,014160_대영포장.pdf,14,25
128820,대성산업,2024,3475,128820_대성산업.pdf,28,41
227840,현대코퍼레이션홀딩스,2024,3805,227840_현대코퍼레이션홀딩스.pdf,12,26
134790,시디즈,2024,2982,134790_시디즈.pdf,10,23
271940,일진하이솔루스,2024,5980,271940_일진하이솔루스.pdf,11,32
119650,KC코트렐,2024,8365,119650_KC코트렐.pdf,5,37
005680,삼영전자공업,2024,2284,005680_삼영전자공업.pdf,12,23
003120,일성아이에스,2024,5150,003120_일성아이에스.pdf,12,33
100090,SK오션플랜트,2024,3530,100090_SK오션플랜트.pdf,19,31
[정정]009440,KC그린홀딩스,2024,1546,[정정]009440_KC그린홀딩스.pdf,17,22
000910,유니온,2024,5033,000910_유니온.pdf,11,32
003200,일신방직,2024,4564,003200_일신방직.pdf,17,40
[정정]005960,동부건설,2024,12573,[정정]005960_동부건설.pdf,8,57
339770,교촌에프앤비,2024,5623,339770_교촌에프앤비.pdf,5,30
039570,HDC랩스,2024,5624,039570_HDC랩스.pdf,21,37
[정정]377300,카카오페이,2024,21654,[정정]377300_카카오페이.pdf,3,93
002240,고려제강,2024,2513,002240_고려제강.pdf,12,25
006220,제주은행,2024,3581,006220_제주은행.pdf,12,26
037270,YG PLUS,2024,5009,037270_YG PLUS.pdf,15,34
036580,팜스코,2024,7842,036580_팜스코.pdf,18,75
011390,부산산업,2024,7313,011390_부산산업.pdf,12,49
103590,일진전기,2024,3462,103590_일진전기.pdf,15,34
007160,사조산업,2024,4093,007160_사조산업.pdf,14,31
001430,세아베스틸지주,2024,526,001430_세아베스틸지주.pdf,17,18
010620,HD현대미포,2024,3604,010620_HD현대미포.pdf,16,39
139480,이마트,2024,19749,139480_이마트.pdf,27,95
086790,하나금융지주,2024,22803,086790_하나금융지주.pdf,27,106
000120,CJ대한통운,2024,5882,000120_CJ대한통운.pdf,23,43
000240,한국앤컴퍼니,2024,5319,000240_한국앤컴퍼니.pdf,16,40
[정정]001570,금양,2024,610,[정정]001570_금양.pdf,2,3
084680,이월드,2024,3642,084680_이월드.pdf,17,31
001680,대상,2024,8733,001680_대상.pdf,21,53
[정정]111110,호전실업,2024,6746,[정정]111110_호전실업.pdf,9,35
377300,카카오페이,2024,16745,377300_카카오페이.pdf,6,69
[정정]006220,제주은행,2024,3700,[정정]006220_제주은행.pdf,15,29
009460,한창제지,2024,2146,009460_한창제지.pdf,12,25
009180,한솔로지스틱스,2024,3316,009180_한솔로지스틱스.pdf,16,29
133820,화인베스틸,2024,5556,133820_화인베스틸.pdf,4,36
006340,대원전선,2024,3682,006340_대원전선.pdf,14,43
016580,환인제약,2024,4734,016580_환인제약.pdf,12,34
298040,효성중공업,2024,6275,298040_효성중공업.pdf,26,47
002420,세기상사,2024,1473,002420_세기상사.pdf,15,23
[정정]014130,한익스프레스,2024,5944,[정정]014130_한익스프레스.pdf,20,47
[정정]402340,SK스퀘어,2024,16044,[정정]402340_SK스퀘어.pdf,8,64
011690,와이투솔루션,2024,2939,011690_와이투솔루션.pdf,16,29
[정정]019490,하이트론씨스템즈,2024,1647,[정정]019490_하이트론씨스템즈.pdf,17,26
117580,대성에너지,2024,5555,117580_대성에너지.pdf,22,49
002450,삼익악기,2024,5473,002450_삼익악기.pdf,5,28
024070,WISCOM,2024,3829,024070_WISCOM.pdf,11,32
000390,삼화페인트공업,2024,6216,000390_삼화페인트공업.pdf,19,49
011280,태림포장,2024,4220,011280_태림포장.pdf,5,36
033780,케이티앤지,2024,10174,033780_케이티앤지.pdf,22,56
012280,영화금속,2024,2291,012280_영화금속.pdf,12,23
000860,강남제비스코,2024,9501,000860_강남제비스코.pdf,11,45
033920,무학,2024,5424,033920_무학.pdf,5,28
011230,삼화전자공업,2024,4639,011230_삼화전자공업.pdf,16,35
[정정]079550,LIG넥스원,2024,8137,[정정]079550_LIG넥스원.pdf,25,58
267290,경동도시가스,2024,2921,267290_경동도시가스.pdf,14,27
308170,씨티알모빌리티,2024,4859,308170_씨티알모빌리티.pdf,11,29
139990,아주스틸,2024,4770,139990_아주스틸.pdf,16,35
249420,일동제약,2024,7633,249420_일동제약.pdf,10,45
126560,현대퓨처넷,2024,8445,126560_현대퓨처넷.pdf,26,89
004080,신흥,2024,5143,004080_신흥.pdf,5,30
[정정]036570,엔씨소프트,2024,3670,[정정]036570_엔씨소프트.pdf,93,109
016610,DB금융투자,2024,9904,016610_DB금융투자.pdf,6,59
002380,케이씨씨,2024,11505,002380_케이씨씨.pdf,22,82
092230,KPX홀딩스,2024,4017,092230_KPX홀딩스.pdf,5,28
[정정]027410,BGF,2024,17291,[정정]027410_BGF.pdf,35,105
004270,남성,2024,5757,004270_남성.pdf,20,49
007700,F&F 홀딩스,2024,5841,007700_F&F 홀딩스.pdf,18,41
[정정]005940,NH투자증권,2024,13651,[정정]005940_NH투자증권.pdf,35,101
005420,코스모화학,2024,6697,005420_코스모화학.pdf,23,51
[정정]005380,현대자동차,2024,14437,[정정]005380_현대자동차.pdf,26,68
[정정]009290,광동제약,2024,5216,[정정]009290_광동제약.pdf,25,53
[정정]018670,SK가스,2024,12435,[정정]018670_SK가스.pdf,15,70
014280,금강공업,2024,7977,014280_금강공업.pdf,12,40
009420,한올바이오파마,2024,8930,009420_한올바이오파마.pdf,5,45
[정정]021240,코웨이,2024,4561,[정정]021240_코웨이.pdf,50,67
000760,이화산업,2024,2252,000760_이화산업.pdf,12,23
194370,제이에스코퍼레이션,2024,5351,194370_제이에스코퍼레이션.pdf,17,44
456040,OCI,2024,6382,456040_OCI.pdf,18,53
009320,대우부품,2024,4025,009320_대우부품.pdf,9,30
082640,동양생명,2024,6914,082640_동양생명.pdf,5,37
100840,SNT에너지,2024,4090,100840_SNT에너지.pdf,21,44
[정정]028050,삼성E&A,2024,9167,[정정]028050_삼성E&A.pdf,20,60
229640,LS에코에너지,2024,6582,229640_LS에코에너지.pdf,21,51
001460,BYC,2024,3224,001460_BYC.pdf,5,24
448730,삼성FN리츠,2024,1184,448730_삼성FN리츠.pdf,10,16
170900,동아에스티,2024,12580,170900_동아에스티.pdf,12,61
007280,한국특강,2024,2123,007280_한국특강.pdf,10,20
[정정]024110,기업은행,2024,9490,[정정]024110_기업은행.pdf,30,73
248170,샘표식품,2024,3544,248170_샘표식품.pdf,5,20
[정정]000400,롯데손해보험,2024,4984,[정정]000400_롯데손해보험.pdf,2,30
003680,한성기업,2024,4684,003680_한성기업.pdf,12,31
357250,미래에셋맵스리츠,2024,766,357250_미래에셋맵스리츠.pdf,10,16
008040,사조동아원,2024,4264,008040_사조동아원.pdf,14,34
000660,SK하이닉스,2024,8517,000660_SK하이닉스.pdf,18,45
[정정]009150,삼성전기,2024,7410,[정정]009150_삼성전기.pdf,49,82
[정정]002320,한진,2024,3218,[정정]002320_한진.pdf,33,50
032640,LG유플러스,2024,13199,032640_LG유플러스.pdf,26,77
002840,미원상사,2024,3255,002840_미원상사.pdf,5,20
010060,OCI홀딩스,2024,10745,010060_OCI홀딩스.pdf,31,87
015020,이스타코,2024,3215,015020_이스타코.pdf,11,28
004990,롯데지주,2024,44230,004990_롯데지주.pdf,29,174
002820,SUN&L,2024,5128,002820_SUN&L.pdf,12,32
000890,보해양조,2024,6823,000890_보해양조.pdf,6,46
005610,SPC삼립,2024,4341,005610_SPC삼립.pdf,12,26
006490,인스코비,2024,3530,006490_인스코비.pdf,15,29
005110,한창,2024,0,005110_한창.pdf,-1,-1
002170,삼양통상,2024,2153,002170_삼양통상.pdf,10,22
003560,아이에이치큐,2024,2164,003560_아이에이치큐.pdf,26,35
000020,동화약품,2024,5747,000020_동화약품.pdf,11,39
[정정]092220,KEC,2024,4647,[정정]092220_KEC.pdf,16,39
004170,신세계,2024,11136,004170_신세계.pdf,24,62
[정정]377740,바이오노트,2024,12589,[정정]377740_바이오노트.pdf,17,66
[정정]003480,한진중공업홀딩스,2024,10792,[정정]003480_한진중공업홀딩스.pdf,2,59
011790,SKC,2024,10890,011790_SKC.pdf,32,80
[정정]009070,케이씨티시,2024,5997,[정정]009070_케이씨티시.pdf,21,46
383800,LX홀딩스,2024,13031,383800_LX홀딩스.pdf,19,69
378850,화승알앤에이,2024,4022,378850_화승알앤에이.pdf,14,36
017040,광명전기,2024,3719,017040_광명전기.pdf,14,32
009830,한화솔루션,2024,11294,009830_한화솔루션.pdf,40,80
051600,한전KPS,2024,7694,051600_한전KPS.pdf,14,49
102460,이연제약,2024,9012,102460_이연제약.pdf,12,44
248070,솔루엠,2024,6825,248070_솔루엠.pdf,5,36
000400,롯데손해보험,2024,4247,000400_롯데손해보험.pdf,4,24
000880,한화,2024,54142,000880_한화.pdf,51,239
000490,대동,2024,10168,000490_대동.pdf,5,39
[정정]047810,한국항공우주,2024,11168,[정정]047810_한국항공우주.pdf,42,87
053210,케이티스카이라이프,2024,11284,053210_케이티스카이라이프.pdf,6,47
031820,콤텍시스템,2024,6112,031820_콤텍시스템.pdf,22,50
[정정]375500,DL이앤씨,2024,7794,[정정]375500_DL이앤씨.pdf,266,296
009240,한샘,2024,7661,009240_한샘.pdf,5,36
000500,가온전선,2024,3535,000500_가온전선.pdf,22,46
[정정]000210,DL,2024,21811,[정정]000210_DL.pdf,31,118
014820,동원시스템즈,2024,5872,014820_동원시스템즈.pdf,20,45
005430,한국공항,2024,4333,005430_한국공항.pdf,13,31
027740,마니커,2024,2431,027740_마니커.pdf,14,25
069730,DSR제강,2024,2411,069730_DSR제강.pdf,10,23
[정정]000810,삼성화재해상보험,2024,12073,[정정]000810_삼성화재해상보험.pdf,8,59
012510,더존비즈온,2024,9819,012510_더존비즈온.pdf,10,48
084010,대한제강,2024,4141,084010_대한제강.pdf,18,35
213500,한솔제지,2024,6890,213500_한솔제지.pdf,17,45
[정정]015360,예스코홀딩스,2024,2874,[정정]015360_예스코홀딩스.pdf,23,36
014710,사조씨푸드,2024,4558,014710_사조씨푸드.pdf,10,27
000320,노루홀딩스,2024,9920,000320_노루홀딩스.pdf,11,44
381970,케이카,2024,5190,381970_케이카.pdf,12,32
[정정]001680,대상,2024,8733,[정정]001680_대상.pdf,26,58
042670,HD현대인프라코어,2024,6210,042670_HD현대인프라코어.pdf,19,42
069640,한세엠케이,2024,6704,069640_한세엠케이.pdf,5,33
029460,케이씨,2024,4475,029460_케이씨.pdf,13,31
004140,동방,2024,4260,004140_동방.pdf,17,38
000810,삼성화재해상보험,2024,12085,000810_삼성화재해상보험.pdf,5,56
044820,코스맥스비티아이,2024,4106,044820_코스맥스비티아이.pdf,16,33
003720,삼영,2024,5156,003720_삼영.pdf,10,34
001620,케이비아이동국실업,2024,4784,001620_케이비아이동국실업.pdf,6,35
003230,삼양식품,2024,9149,003230_삼양식품.pdf,16,47
002720,국제약품,2024,6418,002720_국제약품.pdf,16,51
011150,CJ씨푸드,2024,2693,011150_CJ씨푸드.pdf,11,24
077500,유니퀘스트,2024,3433,077500_유니퀘스트.pdf,12,27
[정정]334890,이지스밸류플러스리츠,2024,980,[정정]334890_이지스밸류플러스리츠.pdf,15,27
000720,현대건설,2024,13385,000720_현대건설.pdf,25,73
013890,지누스,2024,4414,013890_지누스.pdf,13,33
[정정]017900,광전자,2024,5460,[정정]017900_광전자.pdf,15,41
013360,일성건설,2024,3832,013360_일성건설.pdf,15,32
020000,한섬,2024,5746,020000_한섬.pdf,5,33
005440,현대지에프홀딩스,2024,15951,005440_현대지에프홀딩스.pdf,6,73
060980,HL홀딩스,2024,15215,060980_HL홀딩스.pdf,19,74
013520,화승코퍼레이션,2024,6436,013520_화승코퍼레이션.pdf,23,55
005870,휴니드테크놀러지스,2024,4511,005870_휴니드테크놀러지스.pdf,5,23
092200,디아이씨,2024,4629,092200_디아이씨.pdf,10,26
357430,마스턴프리미어리츠,2024,1382,357430_마스턴프리미어리츠.pdf,11,23
088790,진도,2024,2736,088790_진도.pdf,11,24
[정정]097230,HJ중공업,2024,8157,[정정]097230_HJ중공업.pdf,90,118
[정정]025750,한솔홈데코,2024,6036,[정정]025750_한솔홈데코.pdf,30,59
011300,성안머티리얼스,2024,1965,011300_성안머티리얼스.pdf,16,26
[정정]001130,대한제분,2024,0,[정정]001130_대한제분.pdf,2,2
[정정]317400,자이에스앤디,2024,8411,[정정]317400_자이에스앤디.pdf,32,70
036420,콘텐트리중앙,2024,2251,036420_콘텐트리중앙.pdf,16,25
130660,한전산업,2024,3378,130660_한전산업.pdf,15,30
[정정]019170,신풍제약,2024,4242,[정정]019170_신풍제약.pdf,22,41
018470,조일알미늄,2024,2527,018470_조일알미늄.pdf,11,28
015230,대창단조,2024,4125,015230_대창단조.pdf,16,42
002070,비비안,2024,9245,002070_비비안.pdf,19,54
[정정]005490,POSCO홀딩스,2024,25232,[정정]005490_POSCO홀딩스.pdf,183,270
001260,남광토건,2024,2909,001260_남광토건.pdf,13,26
[정정]058650,세아홀딩스,2024,3634,[정정]058650_세아홀딩스.pdf,35,52
017370,우신시스템,2024,7001,017370_우신시스템.pdf,5,43
066970,엘앤에프,2024,5291,066970_엘앤에프.pdf,13,36
330590,롯데리츠,2024,3439,330590_롯데리츠.pdf,4,25
009770,삼정펄프,2024,2510,009770_삼정펄프.pdf,13,26
454910,두산로보틱스,2024,7980,454910_두산로보틱스.pdf,12,44
071320,지역난방공사,2024,7624,071320_지역난방공사.pdf,16,56
016710,대성홀딩스,2024,13692,016710_대성홀딩스.pdf,5,63
[정정]010770,평화홀딩스,2024,2486,[정정]010770_평화홀딩스.pdf,24,35
033180,KH 필룩스,2024,2960,033180_KH 필룩스.pdf,18,28
004560,현대비앤지스틸,2024,3465,004560_현대비앤지스틸.pdf,12,32
027410,BGF,2024,17291,027410_BGF.pdf,31,101
078000,텔코웨어,2024,3515,078000_텔코웨어.pdf,10,26
008500,일정실업,2024,2320,008500_일정실업.pdf,11,23
163560,동일고무벨트,2024,6167,163560_동일고무벨트.pdf,4,30
000670,영풍,2024,8032,000670_영풍.pdf,19,45
[정정]019440,세아특수강,2024,7246,[정정]019440_세아특수강.pdf,2,38
334890,이지스밸류플러스리츠,2024,980,334890_이지스밸류플러스리츠.pdf,12,24
373220,LG에너지솔루션,2024,4774,373220_LG에너지솔루션.pdf,13,31
[정정]015590,KIB플러그에너지,2024,2729,[정정]015590_KIB플러그에너지.pdf,38,51
002200,한국수출포장공업,2024,1918,002200_한국수출포장공업.pdf,12,20
143210,핸즈코퍼레이션,2024,6597,143210_핸즈코퍼레이션.pdf,17,43
017180,명문제약,2024,3388,017180_명문제약.pdf,11,30
012320,경동인베스트,2024,4261,012320_경동인베스트.pdf,12,28
071050,한국금융지주,2024,18856,071050_한국금융지주.pdf,6,83
002880,대유에이텍,2024,3546,002880_대유에이텍.pdf,16,30
[정정]316140,우리금융지주,2024,28439,[정정]316140_우리금융지주.pdf,33,144
[정정]023590,다우기술,2024,811,[정정]023590_다우기술.pdf,3,5
192080,더블유게임즈,2024,4138,192080_더블유게임즈.pdf,19,39
[정정]047050,포스코인터내셔널,2024,13218,[정정]047050_포스코인터내셔널.pdf,13,60
214420,토니모리,2024,547,214420_토니모리.pdf,8,10
[정정]004540,깨끗한나라,2024,3149,[정정]004540_깨끗한나라.pdf,47,61
005300,롯데칠성음료,2024,9984,005300_롯데칠성음료.pdf,7,53
[정정]018260,삼성에스디에스,2024,6609,[정정]018260_삼성에스디에스.pdf,17,39
005960,동부건설,2024,12573,005960_동부건설.pdf,5,54
264900,크라운제과,2024,3721,264900_크라운제과.pdf,16,34
001470,삼부토건,2024,0,001470_삼부토건.pdf,-1,-1
008490,서흥,2024,1426,008490_서흥.pdf,11,18
023450,동남합성,2024,1087,023450_동남합성.pdf,11,17
002210,동성제약,2024,3502,002210_동성제약.pdf,13,31
055490,테이팩스,2024,3066,055490_테이팩스.pdf,5,22
001420,태원물산,2024,2953,001420_태원물산.pdf,13,27
039490,키움증권,2024,16279,039490_키움증권.pdf,23,93
[정정]010120,엘에스일렉트릭,2024,11664,[정정]010120_엘에스일렉트릭.pdf,35,85
079160,CJ CGV,2024,4264,079160_CJ CGV.pdf,18,48
329180,HD현대중공업,2024,9118,329180_HD현대중공업.pdf,22,55
[정정]010600,웰바이오텍,2024,0,[정정]010600_웰바이오텍.pdf,2,2
[정정]004000,롯데정밀화학,2024,2745,[정정]004000_롯데정밀화학.pdf,125,136
028260,삼성물산,2024,13673,028260_삼성물산.pdf,29,94
307950,현대오토에버,2024,7530,307950_현대오토에버.pdf,19,44
082740,한화엔진,2024,5795,082740_한화엔진.pdf,13,35
071950,코아스,2024,2633,071950_코아스.pdf,9,21
001560,제일연마,2024,2034,001560_제일연마.pdf,13,27
001070,대한방직,2024,2699,001070_대한방직.pdf,14,27
[정정]011790,SKC,2024,616,[정정]011790_SKC.pdf,5,6
009450,경동나비엔,2024,2700,009450_경동나비엔.pdf,19,32
[정정]003670,포스코퓨처엠,2024,6001,[정정]003670_포스코퓨처엠.pdf,42,62
432320,KB스타리츠,2024,978,432320_KB스타리츠.pdf,10,17
003060,에이프로젠바이오로직스,2024,7386,003060_에이프로젠바이오로직스.pdf,19,51
009470,삼화전기,2024,2519,009470_삼화전기.pdf,11,25
145270,케이탑리츠,2024,1793,145270_케이탑리츠.pdf,10,21
030190,NICE평가정보,2024,4226,030190_NICE평가정보.pdf,17,35
001390,KG케미칼,2024,22997,001390_KG케미칼.pdf,18,103
090080,평화산업,2024,3027,090080_평화산업.pdf,17,30
092220,KEC,2024,4647,092220_KEC.pdf,13,36
271560,오리온,2024,10299,271560_오리온.pdf,5,51
[정정]000880,한화,2024,54142,[정정]000880_한화.pdf,217,405
[정정]000490,대동,2024,10168,[정정]000490_대동.pdf,7,41
268280,미원에스씨,2024,1554,268280_미원에스씨.pdf,10,17
114090,GKL,2024,3692,114090_GKL.pdf,11,26
006570,대림통상,2024,2329,006570_대림통상.pdf,12,24
[정정]008930,한미사이언스,2024,6660,[정정]008930_한미사이언스.pdf,15,42
302440,SK바이오사이언스,2024,10267,302440_SK바이오사이언스.pdf,6,47
007120,미래아이앤지,2024,590,007120_미래아이앤지.pdf,13,15
460860,동국제강,2024,4402,460860_동국제강.pdf,5,33
100250,진양홀딩스,2024,5254,100250_진양홀딩스.pdf,11,40
002310,아세아제지,2024,6460,002310_아세아제지.pdf,15,39
002990,금호건설,2024,4509,002990_금호건설.pdf,21,40
019180,티에이치엔,2024,2654,019180_티에이치엔.pdf,13,27
